Unnamed: 0,Date,Day_of_Week,Time_Slot,Route_ID,Route_Name,Bus_ID,Driver_ID,Bus_Type,Total_Seats,Seats_Booked,Occupancy_Rate (%),Ticket_Price,Revenue_Per_Trip,Fuel_Consumption_Liters,Fuel_Efficiency_KMPL,Maintenance_Status,Last_Service_Date,Breakdown_Incidents,Disruption_Likelihood,Risk_Score,Delay_Probability,Expense_Per_Trip,Profit_Per_Trip,Weather,Festival_Season,Holiday,Special_Event,Avg_Travel_Time (mins),Delay_Mins,Start_Desitination,End_Destination,Distance_KM,Start_Destination,Avg_Travel_Time_Mins,Weather_Impact,Event_Type
2495,26-06-2024,Wednesday,Morning,195,Anand-Modasa,GJ08-AC-434,D442,AC,40,28,70,200,29966,38.81,5.19,Needs Repair,11-04-2024,2,0.8,Medium,0.25,5898,8450,Foggy,1,0,Festival Season,162,5,Vadodara,Modasa,160,Anand,108,Low,Holiday
2496,03-06-2024,Monday,Morning,241,Ahmedabad-Bhuj,GJ08-Sleeper-134,D307,Sleeper,60,55,91.67,200,20429,66.24,5.07,Good,04-02-2024,3,0.75,Low,0.19,4174,5544,Clear,0,0,Navratri,193,3,Vadodara,Bhuj,335,Ahmedabad,184,Medium,Holiday
2497,28-02-2024,Wednesday,Night,235,Ahmedabad-Bhuj,GJ01-AC-491,D454,Non-AC,50,38,76,200,23290,64.37,4.66,Needs Repair,09-04-2024,1,0.42,Low,0.72,7000,8026,Foggy,0,0,,213,28,Ahmedabad,Bhuj,335,Ahmedabad,177,High,Normal
2498,20-01-2024,Saturday,Night,371,Ahmedabad-Bhuj,GJ05-Express-135,D223,Express,40,36,90,200,23875,74.27,4.97,Good,07-05-2024,2,0.4,Medium,0.19,6429,8081,Foggy,0,1,,278,6,Ahmedabad,Bhuj,335,Ahmedabad,177,Low,Festival
2499,21-01-2024,Sunday,Morning,154,Surat-Rajkot,GJ01-AC-113,D348,Sleeper,40,32,80,200,26871,74.22,4.55,Needs Repair,16-01-2024,1,0.28,High,0.23,3395,9960,Clear,1,1,Navratri,284,1,Vadodara,Rajkot,340,Surat,178,Medium,Holiday
2500,11-02-2024,Sunday,Afternoon,283,Dahod-Bhavnagar,GJ07-AC-169,D126,Non-AC,60,53,88.33,150,36818,91.38,5.81,Good,23-04-2024,0,0.49,Medium,0.47,3167,13708,Rainy,0,1,IPL Match,280,2,Vadodara,Bhavnagar,380,Dahod,199,Medium,Festival
2501,23-03-2024,Saturday,Morning,454,Ahmedabad-Bhuj,GJ08-Non-AC-487,D394,Express,50,27,54,200,33939,50.86,4.92,Needs Repair,03-06-2024,1,0.65,Medium,0.56,5143,11643,Rainy,0,1,Festival Season,187,21,Gandhinagar,Bhuj,335,Ahmedabad,204,Low,Normal
2502,04-02-2024,Sunday,Night,335,Surat-Diu,GJ06-Sleeper-138,D127,AC,40,25,62.5,200,29508,69.2,4.14,Good,14-01-2024,3,0.8,High,0.39,6840,8079,Foggy,0,1,IPL Match,158,7,Vadodara,Diu,285,Surat,153,Low,Normal
2503,20-03-2024,Wednesday,Morning,412,Dahod-Bhavnagar,GJ07-Express-172,D382,Non-AC,50,22,44,300,25267,58.33,4.21,Needs Repair,08-03-2024,3,0.53,Medium,0.76,4398,8277,Foggy,0,1,IPL Match,223,25,Vadodara,Bhavnagar,380,Dahod,233,Medium,Holiday
2504,14-02-2024,Wednesday,Morning,353,Surat-Rajkot,GJ08-Non-AC-447,D127,Non-AC,60,50,83.33,250,26384,71.54,4.24,Needs Repair,16-06-2024,1,0.5,High,0.25,4528,9034,Rainy,0,0,Festival Season,227,3,Vadodara,Rajkot,340,Surat,174,Medium,Holiday
2505,26-02-2024,Monday,Afternoon,249,Vadodara-Dwarka,GJ06-Non-AC-357,D354,Express,50,50,100,200,32752,65.53,5.43,Needs Repair,05-02-2024,3,0.7,Low,0.13,5954,6543,Clear,1,1,Festival Season,120,3,Gandhinagar,Dwarka,410,Vadodara,216,High,Normal
2506,09-01-2024,Tuesday,Afternoon,301,Vadodara-Morbi,GJ04-AC-443,D188,Express,40,36,90,300,18184,47.93,4.19,Needs Repair,24-01-2024,3,0.38,Low,0.34,4522,5154,Foggy,1,1,IPL Match,278,12,Vadodara,Morbi,260,Vadodara,124,High,Normal
2507,27-04-2024,Saturday,Morning,378,Surat-Rajkot,GJ08-Non-AC-413,D229,Non-AC,50,34,68,250,22499,79.77,5.05,Good,10-04-2024,1,0.75,Low,0.43,4192,8161,Rainy,1,0,Navratri,163,18,Vadodara,Rajkot,340,Surat,175,Medium,Normal
2508,06-05-2024,Monday,Afternoon,232,Surat-Rajkot,GJ03-Sleeper-279,D210,Non-AC,60,36,60,300,25680,73.89,5.73,Good,07-03-2024,3,0.82,Low,0.39,6440,10261,Foggy,0,0,Navratri,151,4,Ahmedabad,Rajkot,340,Surat,192,Medium,Festival
2509,12-02-2024,Monday,Night,365,Surat-Rajkot,GJ02-Express-288,D352,Sleeper,40,50,125,200,33714,76.72,5.21,Needs Repair,25-05-2024,1,0.63,Medium,0.86,6877,9081,Foggy,1,1,Festival Season,218,4,Ahmedabad,Rajkot,340,Surat,169,High,Holiday
2510,03-06-2024,Monday,Morning,381,Morbi-Surat,GJ04-AC-411,D236,AC,60,59,98.33,300,30907,66.8,5.16,Good,18-01-2024,0,0.72,Medium,0.35,6025,6056,Rainy,1,0,Festival Season,234,2,Vadodara,Surat,270,Morbi,143,High,Normal
2511,22-03-2024,Friday,Morning,197,Surat-Rajkot,GJ02-Sleeper-310,D272,Non-AC,50,43,86,150,36535,78.91,4.24,Needs Repair,04-02-2024,1,0.65,Medium,0.33,4378,13100,Clear,0,0,,250,11,Gandhinagar,Rajkot,340,Surat,196,Medium,Normal
2512,04-03-2024,Monday,Afternoon,435,Ahmedabad-Junagadh,GJ05-AC-117,D441,AC,40,53,132.5,250,18747,59.59,5.74,Good,20-04-2024,3,0.89,Low,0.58,3530,7340,Clear,0,0,,218,22,Surat,Junagadh,330,Ahmedabad,185,Medium,Normal
2513,19-04-2024,Friday,Afternoon,250,Jamnagar-Patan,GJ03-Non-AC-319,D172,AC,60,51,85,300,19834,50.43,5.67,Good,17-05-2024,3,0.32,High,0.56,5634,7027,Foggy,0,0,Festival Season,186,21,Ahmedabad,Patan,280,Jamnagar,126,High,Holiday
2514,26-01-2024,Friday,Afternoon,169,Vadodara-Dwarka,GJ06-Sleeper-401,D483,AC,60,21,35,250,20869,80.21,4.97,Good,29-01-2024,1,0.57,Medium,0.76,4017,7593,Clear,0,0,IPL Match,254,15,Ahmedabad,Dwarka,410,Vadodara,244,High,Holiday
2515,28-01-2024,Sunday,Morning,299,Dwarka-Bhavnagar,GJ03-Express-150,D461,Express,60,28,46.67,200,29916,53.36,5.96,Good,20-01-2024,0,0.57,Medium,0.66,6860,6603,Foggy,0,1,Navratri,136,29,Surat,Bhavnagar,330,Dwarka,204,Low,Holiday
2516,28-01-2024,Sunday,Night,155,Jamnagar-Patan,GJ01-Express-182,D298,Non-AC,50,22,44,200,34216,50.69,4.1,Good,21-06-2024,1,0.82,Medium,0.63,6563,11660,Foggy,0,1,Navratri,140,3,Gandhinagar,Patan,280,Jamnagar,156,Medium,Festival
2517,03-03-2024,Sunday,Night,325,Dahod-Bhavnagar,GJ04-Express-236,D464,Non-AC,40,20,50,300,28160,68.4,5.18,Good,27-03-2024,3,0.6,High,0.21,3846,9677,Foggy,0,0,Navratri,217,3,Surat,Bhavnagar,380,Dahod,186,Medium,Normal
2518,02-01-2024,Tuesday,Afternoon,460,Dahod-Bhavnagar,GJ04-AC-410,D104,Sleeper,40,53,132.5,250,18428,92.79,5.19,Good,01-04-2024,3,0.17,Medium,0.45,4469,5257,Clear,1,0,Festival Season,176,8,Surat,Bhavnagar,380,Dahod,209,Medium,Festival
2519,21-03-2024,Thursday,Afternoon,399,Dwarka-Bhavnagar,GJ02-AC-188,D467,AC,50,40,80,300,34356,82.43,4.56,Good,02-03-2024,1,0.37,Low,0.47,6391,8173,Rainy,1,1,Festival Season,263,11,Surat,Bhavnagar,330,Dwarka,199,Low,Festival
2520,22-03-2024,Friday,Afternoon,278,Jamnagar-Patan,GJ06-Sleeper-464,D438,Express,60,37,61.67,300,33746,49.19,4.99,Needs Repair,22-02-2024,3,0.35,Medium,0.76,4928,7901,Clear,1,1,IPL Match,215,36,Surat,Patan,280,Jamnagar,130,Medium,Holiday
2521,22-02-2024,Thursday,Afternoon,201,Anand-Modasa,GJ09-Sleeper-104,D260,Express,40,34,85,250,19542,33.78,4.59,Needs Repair,20-02-2024,2,0.83,Low,0.33,4826,5023,Foggy,1,1,IPL Match,268,6,Vadodara,Modasa,160,Anand,93,Low,Normal
2522,05-01-2024,Friday,Afternoon,386,Rajkot-Porbandar,GJ07-AC-343,D416,Sleeper,50,34,68,300,21954,34.18,4.21,Good,30-05-2024,0,0.78,High,0.55,3532,8769,Foggy,0,0,Festival Season,211,19,Gandhinagar,Porbandar,185,Rajkot,111,High,Normal
2523,04-05-2024,Saturday,Afternoon,490,Dahod-Bhavnagar,GJ08-Sleeper-111,D392,Non-AC,60,37,61.67,300,24239,91.31,5.59,Needs Repair,03-04-2024,0,0.28,Low,0.4,4888,8445,Clear,1,0,Festival Season,220,5,Gandhinagar,Bhavnagar,380,Dahod,230,Medium,Festival
2524,07-05-2024,Tuesday,Morning,468,Somnath-Junagadh,GJ05-Express-259,D379,AC,60,39,65,150,22673,13.76,4.37,Good,14-06-2024,3,0.17,High,0.71,4335,6775,Foggy,0,1,,284,23,Gandhinagar,Junagadh,85,Somnath,53,Medium,Normal
2525,16-06-2024,Sunday,Morning,288,Vadodara-Dwarka,GJ01-Express-438,D114,AC,40,58,145,200,25546,82.83,4.58,Needs Repair,19-04-2024,1,0.2,High,0.21,4578,10186,Foggy,1,1,Navratri,295,2,Gandhinagar,Dwarka,410,Vadodara,239,Medium,Holiday
2526,22-03-2024,Friday,Night,446,Surat-Rajkot,GJ07-AC-274,D236,Express,60,55,91.67,150,34749,58.29,4.61,Needs Repair,11-06-2024,1,0.87,High,0.49,6605,13479,Clear,0,1,Navratri,259,2,Ahmedabad,Rajkot,340,Surat,227,Medium,Normal
2527,17-03-2024,Sunday,Morning,253,Dahod-Bhavnagar,GJ03-Sleeper-385,D218,Non-AC,50,31,62,150,24264,61.26,4.82,Needs Repair,10-03-2024,1,0.14,Medium,0.66,4276,7436,Foggy,1,0,IPL Match,241,11,Gandhinagar,Bhavnagar,380,Dahod,248,High,Normal
2528,29-04-2024,Monday,Night,129,Dahod-Bhavnagar,GJ06-Express-278,D165,Express,50,28,56,200,28039,85.22,5.11,Good,13-01-2024,2,0.57,Low,0.78,3440,7460,Rainy,1,0,Festival Season,137,16,Vadodara,Bhavnagar,380,Dahod,206,Medium,Festival
2529,31-01-2024,Wednesday,Night,487,Ahmedabad-Junagadh,GJ01-AC-184,D245,Express,40,57,142.5,300,21561,79.84,4.45,Good,21-04-2024,1,0.85,High,0.43,6273,7114,Foggy,1,1,,167,3,Surat,Junagadh,330,Ahmedabad,205,Medium,Festival
2530,09-04-2024,Tuesday,Morning,208,Dwarka-Bhavnagar,GJ02-Express-342,D228,Express,40,53,132.5,300,27082,73.16,5.94,Good,19-01-2024,1,0.19,Medium,0.29,6314,10231,Foggy,0,1,Navratri,277,2,Vadodara,Bhavnagar,330,Dwarka,194,Medium,Normal
2531,24-01-2024,Wednesday,Afternoon,451,Surat-Rajkot,GJ02-Non-AC-473,D296,Non-AC,50,30,60,250,33066,53.33,4.96,Good,18-05-2024,3,0.56,High,0.61,6482,10569,Clear,0,1,,246,23,Ahmedabad,Rajkot,340,Surat,209,High,Holiday
2532,21-04-2024,Sunday,Afternoon,451,Anand-Modasa,GJ06-AC-184,D216,AC,60,60,100,300,20140,29.06,5.22,Good,06-03-2024,1,0.71,Low,0.59,5728,7852,Clear,0,1,Navratri,242,23,Vadodara,Modasa,160,Anand,102,High,Festival
2533,16-03-2024,Saturday,Night,359,Gandhinagar-Mehsana,GJ04-Sleeper-232,D219,Sleeper,50,31,62,250,16752,13.41,5.6,Good,28-06-2024,0,0.44,High,0.2,5228,5454,Rainy,1,0,,199,9,Gandhinagar,Mehsana,80,Gandhinagar,52,Low,Holiday
2534,17-01-2024,Wednesday,Afternoon,372,Vadodara-Morbi,GJ05-Non-AC-262,D377,Express,50,31,62,300,35280,39.66,4.2,Needs Repair,23-06-2024,1,0.25,Low,0.35,3777,12820,Foggy,1,0,IPL Match,169,4,Ahmedabad,Morbi,260,Vadodara,122,Medium,Festival
2535,24-02-2024,Saturday,Afternoon,122,Ahmedabad-Junagadh,GJ07-Sleeper-264,D362,AC,60,21,35,150,19652,66.69,5.36,Good,14-01-2024,1,0.17,Medium,0.31,5099,5866,Rainy,0,1,IPL Match,194,8,Ahmedabad,Junagadh,330,Ahmedabad,224,High,Festival
2536,05-01-2024,Friday,Night,343,Porbandar-Vadodara,GJ06-Non-AC-471,D132,Sleeper,40,37,92.5,300,29829,72.72,5.08,Good,20-05-2024,0,0.57,Medium,0.38,3111,10548,Foggy,1,1,,248,17,Surat,Vadodara,410,Porbandar,211,High,Normal
2537,04-01-2024,Thursday,Night,189,Junagadh-Somnath,GJ09-Sleeper-276,D366,Express,60,40,66.67,200,24734,18.91,4.12,Needs Repair,11-01-2024,2,0.33,Low,0.79,3916,6150,Foggy,1,1,IPL Match,155,5,Surat,Somnath,90,Junagadh,47,High,Festival
2538,09-03-2024,Saturday,Night,243,Surat-Diu,GJ06-AC-454,D132,Express,40,41,102.5,300,20855,43.15,4.68,Good,07-04-2024,2,0.26,Low,0.25,3183,5323,Rainy,1,0,IPL Match,142,9,Surat,Diu,285,Surat,176,Medium,Holiday
2539,24-03-2024,Sunday,Night,417,Vadodara-Morbi,GJ08-AC-363,D336,AC,50,27,54,150,32026,54.05,5.74,Needs Repair,01-06-2024,3,0.53,Low,0.4,4110,7861,Foggy,1,0,,146,16,Gandhinagar,Morbi,260,Vadodara,175,Low,Holiday
2540,15-01-2024,Monday,Morning,408,Porbandar-Vadodara,GJ07-Non-AC-377,D104,AC,40,29,72.5,200,32769,70.22,5.82,Needs Repair,17-06-2024,1,0.62,Low,0.39,6140,8467,Clear,1,1,,252,10,Gandhinagar,Vadodara,410,Porbandar,258,Low,Holiday
2541,14-01-2024,Sunday,Morning,116,Anand-Modasa,GJ06-Express-285,D265,Non-AC,40,46,115,300,25002,36.56,5.1,Good,17-06-2024,2,0.13,High,0.87,5812,9688,Clear,0,0,Festival Season,197,7,Ahmedabad,Modasa,160,Anand,100,Medium,Normal
2542,12-04-2024,Friday,Afternoon,409,Porbandar-Vadodara,GJ01-Sleeper-481,D409,Non-AC,40,55,137.5,250,19655,77.69,5.79,Good,27-03-2024,0,0.88,Medium,0.88,4575,6603,Foggy,1,1,,209,7,Ahmedabad,Vadodara,410,Porbandar,250,Medium,Festival
2543,24-01-2024,Wednesday,Morning,405,Surat-Diu,GJ05-Non-AC-389,D310,Non-AC,50,58,116,250,20386,62.41,5.21,Needs Repair,04-05-2024,1,0.52,Low,0.69,4649,6280,Rainy,1,1,Navratri,133,21,Ahmedabad,Diu,285,Surat,191,Medium,Normal
2544,11-06-2024,Tuesday,Morning,226,Gandhinagar-Mehsana,GJ05-AC-145,D431,AC,50,38,76,250,17689,19.05,5.79,Good,18-05-2024,3,0.48,Low,0.81,4432,5531,Rainy,0,0,IPL Match,146,10,Gandhinagar,Mehsana,80,Gandhinagar,44,Low,Normal
2545,18-02-2024,Sunday,Morning,498,Ahmedabad-Junagadh,GJ06-Non-AC-147,D229,Sleeper,40,58,145,200,27073,59.15,4.38,Needs Repair,27-03-2024,2,0.67,Low,0.23,3844,6446,Rainy,1,0,Navratri,159,5,Vadodara,Junagadh,330,Ahmedabad,202,Low,Normal
2546,15-05-2024,Wednesday,Afternoon,347,Morbi-Surat,GJ05-Express-161,D388,Sleeper,40,46,115,150,29883,53.08,4.32,Needs Repair,20-05-2024,2,0.58,High,0.7,3942,10578,Rainy,0,1,Navratri,247,35,Surat,Surat,270,Morbi,148,Low,Holiday
2547,12-03-2024,Tuesday,Night,463,Bhavnagar-Rajkot,GJ07-Express-337,D164,Sleeper,40,44,110,250,30191,32.6,5.52,Good,08-04-2024,1,0.63,Medium,0.6,3531,7998,Rainy,1,1,,233,30,Ahmedabad,Rajkot,190,Bhavnagar,82,Low,Holiday
2548,04-05-2024,Saturday,Morning,383,Vadodara-Dwarka,GJ07-Non-AC-426,D422,Non-AC,40,50,125,300,24033,83.14,4.18,Needs Repair,04-05-2024,0,0.32,Medium,0.37,5253,6260,Clear,0,1,Festival Season,156,5,Surat,Dwarka,410,Vadodara,207,Medium,Normal
2549,29-03-2024,Friday,Afternoon,276,Jamnagar-Patan,GJ09-Sleeper-353,D354,AC,50,30,60,200,27997,54.48,4.48,Good,16-01-2024,0,0.75,Medium,0.73,3756,10707,Foggy,1,1,Festival Season,222,10,Surat,Patan,280,Jamnagar,152,Low,Holiday
2550,14-05-2024,Tuesday,Morning,354,Junagadh-Somnath,GJ09-Sleeper-287,D315,Express,40,31,77.5,200,22510,14.13,5.75,Good,23-06-2024,1,0.26,Medium,0.68,4036,7461,Foggy,0,0,,255,31,Gandhinagar,Somnath,90,Junagadh,49,Low,Festival
2551,02-02-2024,Friday,Afternoon,432,Anand-Modasa,GJ04-AC-359,D381,Express,60,49,81.67,200,30291,30.45,4.29,Good,28-02-2024,1,0.59,Low,0.18,3339,7244,Rainy,1,0,,259,7,Vadodara,Modasa,160,Anand,86,Low,Holiday
2552,05-04-2024,Friday,Night,265,Ahmedabad-Bhuj,GJ02-Express-276,D365,Express,60,59,98.33,200,23184,57.83,5.94,Good,14-06-2024,1,0.81,High,0.24,3687,7666,Rainy,1,0,Festival Season,236,6,Gandhinagar,Bhuj,335,Ahmedabad,174,Medium,Normal
2553,15-04-2024,Monday,Afternoon,189,Surat-Rajkot,GJ02-Express-138,D235,Sleeper,50,30,60,200,20426,85,5.66,Needs Repair,02-06-2024,2,0.49,Low,0.3,3231,5869,Clear,0,0,IPL Match,133,14,Gandhinagar,Rajkot,340,Surat,159,Low,Festival
2554,26-05-2024,Sunday,Night,272,Ahmedabad-Bhuj,GJ06-AC-289,D310,AC,50,28,56,150,25403,68.06,4.08,Good,30-05-2024,0,0.6,Medium,0.32,5000,5470,Foggy,1,1,IPL Match,159,3,Surat,Bhuj,335,Ahmedabad,220,Low,Holiday
2555,14-01-2024,Sunday,Night,213,Bhuj-Gandhidham,GJ04-Sleeper-108,D156,AC,50,30,60,150,23985,13.58,5.46,Needs Repair,30-01-2024,1,0.15,Low,0.61,5487,7170,Rainy,1,0,,165,14,Ahmedabad,Gandhidham,58,Bhuj,34,High,Normal
2556,14-02-2024,Wednesday,Night,421,Ahmedabad-Junagadh,GJ03-Express-392,D430,AC,40,50,125,150,25921,73.55,4.06,Needs Repair,17-06-2024,1,0.49,Medium,0.59,3653,5497,Foggy,1,1,Festival Season,291,5,Ahmedabad,Junagadh,330,Ahmedabad,174,Low,Festival
2557,15-05-2024,Wednesday,Afternoon,413,Bhuj-Gandhidham,GJ08-AC-388,D148,Non-AC,60,58,96.67,300,34276,12.14,5.22,Needs Repair,28-01-2024,1,0.23,Medium,0.79,3368,5343,Clear,0,1,Festival Season,152,33,Vadodara,Gandhidham,58,Bhuj,38,High,Holiday
2558,09-03-2024,Saturday,Afternoon,320,Dwarka-Bhavnagar,GJ07-AC-482,D229,Sleeper,40,22,55,250,21151,58.18,5.44,Needs Repair,16-04-2024,1,0.79,Medium,0.47,6318,6838,Clear,1,1,Festival Season,258,8,Ahmedabad,Bhavnagar,330,Dwarka,186,Low,Normal
2559,15-06-2024,Saturday,Morning,114,Rajkot-Porbandar,GJ03-Express-444,D274,AC,40,23,57.5,250,24948,29.04,4.46,Good,02-02-2024,2,0.47,Low,0.19,3037,5728,Foggy,0,0,,211,1,Surat,Porbandar,185,Rajkot,120,Low,Holiday
2560,30-03-2024,Saturday,Morning,495,Ahmedabad-Junagadh,GJ08-Express-332,D189,Sleeper,40,21,52.5,200,21926,51.21,5.54,Needs Repair,20-03-2024,1,0.89,Low,0.89,5899,7161,Clear,0,1,,270,24,Gandhinagar,Junagadh,330,Ahmedabad,217,High,Festival
2561,12-05-2024,Sunday,Night,364,Porbandar-Vadodara,GJ09-AC-487,D292,Sleeper,40,33,82.5,250,36863,96.38,5.15,Good,04-03-2024,0,0.89,High,0.54,3870,13942,Foggy,1,1,IPL Match,223,16,Vadodara,Vadodara,410,Porbandar,270,High,Festival
2562,14-03-2024,Thursday,Afternoon,133,Ahmedabad-Junagadh,GJ06-Express-383,D409,Non-AC,50,54,108,300,16715,70.71,4.71,Good,03-03-2024,3,0.71,High,0.8,5822,5021,Foggy,1,1,,261,16,Gandhinagar,Junagadh,330,Ahmedabad,174,High,Festival
2563,13-01-2024,Saturday,Night,349,Junagadh-Somnath,GJ08-Express-420,D431,Sleeper,50,29,58,300,30147,15.66,4.38,Good,07-03-2024,2,0.17,Low,0.32,5538,8126,Clear,0,1,Navratri,183,13,Ahmedabad,Somnath,90,Junagadh,54,Low,Festival
2564,13-06-2024,Thursday,Afternoon,384,Dwarka-Bhavnagar,GJ09-AC-430,D175,Express,50,30,60,300,28765,69.96,4.01,Needs Repair,29-04-2024,0,0.7,High,0.49,6649,11297,Foggy,1,0,Navratri,214,3,Surat,Bhavnagar,330,Dwarka,189,Medium,Festival
2565,02-03-2024,Saturday,Night,386,Surat-Rajkot,GJ03-Non-AC-381,D148,Express,60,22,36.67,250,23147,51.34,4.56,Needs Repair,06-04-2024,2,0.54,Low,0.11,4078,5622,Clear,0,0,Festival Season,276,4,Surat,Rajkot,340,Surat,240,High,Festival
2566,14-05-2024,Tuesday,Afternoon,271,Rajkot-Porbandar,GJ08-Non-AC-399,D385,Express,60,38,63.33,250,21627,32.05,4.34,Needs Repair,22-06-2024,2,0.68,High,0.69,6078,6788,Clear,1,0,Navratri,291,19,Surat,Porbandar,185,Rajkot,109,High,Holiday
2567,26-04-2024,Friday,Afternoon,319,Junagadh-Somnath,GJ09-AC-279,D148,Non-AC,50,21,42,200,32619,14.14,4.24,Needs Repair,14-02-2024,2,0.66,Low,0.67,4100,8485,Rainy,0,1,IPL Match,286,24,Surat,Somnath,90,Junagadh,49,Medium,Festival
2568,27-03-2024,Wednesday,Morning,157,Ahmedabad-Bhuj,GJ05-Express-108,D356,Sleeper,50,25,50,150,27611,57.34,6,Good,04-01-2024,2,0.45,High,0.87,5349,5537,Clear,1,1,Navratri,246,4,Ahmedabad,Bhuj,335,Ahmedabad,189,Medium,Normal
2569,25-02-2024,Sunday,Afternoon,104,Surat-Diu,GJ08-Express-468,D115,AC,40,41,102.5,300,22889,54.97,4.66,Good,27-04-2024,1,0.57,Low,0.66,3714,8340,Foggy,0,0,,248,23,Surat,Diu,285,Surat,146,Low,Normal
2570,21-03-2024,Thursday,Afternoon,309,Surat-Rajkot,GJ06-Non-AC-220,D216,AC,50,21,42,300,24422,63.04,4.97,Good,12-04-2024,3,0.71,High,0.22,3388,9046,Clear,1,0,,157,3,Gandhinagar,Rajkot,340,Surat,193,High,Normal
2571,04-05-2024,Saturday,Afternoon,179,Patan-Ahmedabad,GJ09-Sleeper-478,D379,AC,50,59,118,150,28319,21.95,5.64,Good,25-01-2024,1,0.51,Medium,0.5,3660,7546,Foggy,1,1,IPL Match,274,22,Gandhinagar,Ahmedabad,115,Patan,81,Low,Festival
2572,22-06-2024,Saturday,Afternoon,276,Vadodara-Morbi,GJ06-Express-368,D212,Non-AC,50,39,78,150,35006,52,5.58,Good,18-05-2024,1,0.88,High,0.43,4773,6068,Foggy,0,0,Navratri,212,5,Surat,Morbi,260,Vadodara,186,Medium,Normal
2573,26-04-2024,Friday,Morning,263,Vadodara-Dwarka,GJ02-Non-AC-369,D424,AC,40,24,60,200,22183,69.19,5.71,Good,20-03-2024,0,0.71,Medium,0.78,6570,6743,Clear,0,0,Festival Season,175,30,Ahmedabad,Dwarka,410,Vadodara,254,Low,Normal
2574,14-04-2024,Sunday,Night,486,Dahod-Bhavnagar,GJ04-Express-405,D203,Sleeper,60,48,80,150,27379,66.54,6,Good,26-01-2024,0,0.71,Low,0.22,3210,7419,Rainy,1,1,Festival Season,253,8,Ahmedabad,Bhavnagar,380,Dahod,212,High,Normal
2575,01-04-2024,Monday,Night,442,Ahmedabad-Bhuj,GJ06-Non-AC-141,D239,AC,60,41,68.33,300,18313,52.6,5.74,Needs Repair,03-04-2024,2,0.76,Medium,0.9,4068,5934,Rainy,1,1,,217,44,Vadodara,Bhuj,335,Ahmedabad,213,High,Normal
2576,10-01-2024,Wednesday,Night,147,Vadodara-Dwarka,GJ04-Express-357,D411,Sleeper,60,29,48.33,250,17404,62.26,5.77,Good,25-06-2024,3,0.75,Low,0.46,5547,5568,Clear,0,0,IPL Match,264,3,Ahmedabad,Dwarka,410,Vadodara,278,Low,Holiday
2577,04-03-2024,Monday,Afternoon,447,Vadodara-Morbi,GJ02-Sleeper-246,D271,AC,40,22,55,150,27597,43.92,4.46,Needs Repair,05-05-2024,3,0.85,Medium,0.75,6066,6557,Clear,1,0,Navratri,296,27,Gandhinagar,Morbi,260,Vadodara,151,High,Holiday
2578,06-01-2024,Saturday,Afternoon,145,Ahmedabad-Bhuj,GJ07-Sleeper-110,D174,AC,60,60,100,200,22330,63.37,5.22,Good,10-03-2024,1,0.49,Low,0.14,4800,8563,Clear,1,1,IPL Match,205,6,Surat,Bhuj,335,Ahmedabad,195,Medium,Holiday
2579,16-02-2024,Friday,Night,174,Bhuj-Gandhidham,GJ05-AC-210,D379,Express,40,24,60,250,20977,9.38,4.12,Good,17-01-2024,1,0.53,Low,0.17,5108,7602,Foggy,1,1,,295,4,Ahmedabad,Gandhidham,58,Bhuj,24,Medium,Normal
2580,22-05-2024,Wednesday,Night,152,Dwarka-Bhavnagar,GJ04-AC-104,D147,AC,60,28,46.67,300,17388,59.5,5.92,Good,24-06-2024,3,0.18,Low,0.23,5250,6308,Foggy,1,0,,179,4,Ahmedabad,Bhavnagar,330,Dwarka,205,Medium,Festival
2581,11-01-2024,Thursday,Morning,140,Somnath-Junagadh,GJ07-Non-AC-253,D409,AC,40,51,127.5,150,28395,14.85,5.48,Good,08-02-2024,1,0.15,High,0.75,5857,8678,Rainy,0,1,IPL Match,297,4,Vadodara,Junagadh,85,Somnath,31,Low,Festival
2582,28-05-2024,Tuesday,Afternoon,164,Surat-Diu,GJ05-Sleeper-396,D329,Non-AC,50,60,120,150,35801,65.75,5.8,Needs Repair,08-06-2024,1,0.35,High,0.77,3420,8195,Rainy,1,1,Festival Season,234,25,Surat,Diu,285,Surat,186,Medium,Normal
2583,22-02-2024,Thursday,Afternoon,342,Dwarka-Bhavnagar,GJ03-Non-AC-268,D401,Sleeper,60,47,78.33,300,27584,80.33,5.23,Needs Repair,09-01-2024,3,0.23,Medium,0.13,6868,5572,Rainy,0,1,Festival Season,144,5,Surat,Bhavnagar,330,Dwarka,147,Medium,Holiday
2584,27-01-2024,Saturday,Morning,439,Surat-Diu,GJ05-Sleeper-253,D174,AC,50,55,110,250,32233,60.96,4.08,Needs Repair,18-02-2024,2,0.24,Medium,0.56,6982,8373,Rainy,1,0,Festival Season,299,10,Ahmedabad,Diu,285,Surat,140,Medium,Festival
2585,02-02-2024,Friday,Night,101,Junagadh-Somnath,GJ01-Sleeper-287,D281,AC,40,41,102.5,250,19840,17.21,4.99,Needs Repair,04-04-2024,2,0.74,High,0.15,4470,7152,Foggy,1,1,IPL Match,287,4,Ahmedabad,Somnath,90,Junagadh,70,Low,Holiday
